How many employees directly report to you?,What is your hierarchical level within your organization?,What is your job function?,How many years have you held your current position?,What is your gender?,How old are you?,What is the size of your organisation?,What type of environment do you reside in?,What is your current place of residence?,Did you suffer from a burnout in the last 6 months?,What is the primary industry sector your organization is working in?,How stressed do you feel?,What was your perceived workload in the last month (none - too high)?,"During the last month I felt anxious (1 not at all, 7 extreme)?","During the last month I felt unmotivated (1 not at all, 7 extreme)?","During the last month I felt stressed (1 not at all, 7 extreme)?",What was the perceived number of stressfull events in the last month (none - too high)?,What was your perceived level of control over your life during the last month (none - full)?,The amount of physical activity was?,The quality of my sleep was?,My job satisfaction was?,My job productivity was?,I feel aligned with my team leader?,"I feel engaged at my daily work (1 not at all, 7 extreme)?","I feel appreciated at my workplace (1 not at all, 7 extreme)?","I feel aligned with my other team members (1 not at all, 7 extreme)?","I have a healthy work-life balance  (1 not at all, 7 extreme)?","How close to you feel you are to a burnout? (1 not at all, 7 extreme)?","My abilities fit my job requirement well (1 not at all, 7 extreme)?","How many lottery tickets, tombolas, or games of chance with very low probabilities of winning have you purchased in the past year?","How many times have you gambled for money in the past year (casino, sports-bets, online gambling etc.)?","How many high-risk investments (e.g., cryptocurrency, penny stocks) have you made in the past year?","Do you engage in extreme sports or activities with a known risk of physical injury (rock climbing, skydiving, motorbike racing etc.)?",How many times did you quit a stable job to pursue a career or business opportunity with uncertain outcomes?,How many speculative or unproven business ideas have you invested in within the past five years?,How many times have you traveled to an unfamiliar destination without making detailed plans or reservations?,How many new products or services have you purchased without reading reviews or consulting others?,"How many spontaneous decisions (e.g., last-minute travel, major purchases) have you made in the past 5 years?",How many times have you attended events or activities without knowing anyone there beforehand?,How many times have you changed your career path or job direction in the past 5 years?,"How many insurance policies (e.g., health, life, travel, product warranties) to protect against the possibility of loss have you purchased in the past 5 years?",How many refund policies or money-back guarantees have you utilized in the past 5 years?,"Which one do you prefer: secure, low-return financial products or a riskier, high-return alternative?",How many times have you rejected a job or project opportunity with significant benefits because it involved significant financial or status risk?,"How many high-risk, high-reward investments have you made in the past 5 years?",How many fitness or personal improvement challenges have you taken on in the past 5 years to achieve measurable goals?,How many times have you pursued bonuses or promotions in your job in the past 5 years?,How many times have you avoided giving advice to not be accountable for the outcome in the past 5 years?,"In team-, group of friends- or family-decisions how often are you the one who makes the final call? (in percentages)","How often have you voiced a controversial opinion in a public setting, knowing it might result in social backlash in the past year?","How often have you set a goal for yourself that statistically only a small percentage of people achieve (e.g., climbing Everest, writing a bestseller) in the past 5 years?","Have you ever avoided volunteering for roles (e.g., on a board, committee, or leadership position) where you would be responsible for making impactful decisions for a group?",How satisfied are you with your current job?,To what extent do you feel your work is meaningful?,How supported do you feel by your team leader?,How well does your current role align with your personal values?,Have you considered changing jobs in the past 6 months?,Do you feel appreciated at your organization?,Would you recommend your workplace to others?,How would you rate your job performance over the past year? (Self-assessed),Did you receive any formal recognition or bonus in the past 12 months?,How was your job productivity over the last month?,To what extent did you meet your KPIs in the last year?,How much was the rating of your job productivity for the last year?
1-5,Entry level staff,Community and Social Services,1-3,Female,36-45,No answer,Urban,No answer,No answer,No answer,Medium,Low,4,3,4,Low,Average,Average (2-3 days a week),Low,Average,High,Average,No answer,No answer,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Middle management,Military and Protective Services,5-10,Female,36-45,50-249,Urban,United States,Yes,Government,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Entry level staff,Research,1-3,Female,18-25,>1000,Suburban / agglomeration,United States,Yes,Health Care,Medium,,,,,,,,,,,,7,6,5,4,3,6,0,1-3,0,No,0,0,0,3-5,1-3,0,1-3,1-3,10-20,"secure, low-return financial products",0,3-5,1-3,1-3,1-3,60%,3-5,1-3,No,Very satisfied,Very,Very,Extremely,"Yes, occasionally",Very,Definitely yes,Far exceeds expectations,No,Very High,No answer,
5-10,Middle management,Engineering,3-5,Female,26-35,10-49,Urban,South Africa,No,Construction,Medium,,,,,,,,,,,,6,5,4,7,2,6,3-5,3-5,1-3,No,0,1-3,1-3,0,1-3,1-3,0,1-3,3-5,"secure, low-return financial products",1-3,1-3,3-5,1-3,3-5,60%,0,0,Yes,Satisfied,Very,Very,Extremely,No,Somewhat,Definitely yes,Meets expectations,Yes,High,Somewhat,
0,Self employed / contractor,Information Technology,5-10,Male,46-55,1-9,Suburban / agglomeration,United States,No,Other,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior-Ebene,Beratung,>10,Weiblich,46-55,10-49,Ländlich,Niederlande,Nein,Andere,Niedrig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,No answer,Education,0-1,Female,46-55,No answer,Urban,Switzerland,No,Education,Medium,None,6,5,6,Average,Very low,Average (2-3 days a week),Low,No answer,Very low,Very High,4,6,5,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Information Technology,5-10,Male,26-35,>1000,Urban,France,No,IT / Software / Tech,Low,,,,,,,,,,,,7,6,6,6,1,7,0,>20,0,No,0,0,>20,>20,5-10,>20,0,1-3,10-20,"riskier, high-return products",0,1-3,3-5,1-3,0,30%,0,3-5,No,Very satisfied,Very,Very,Very,No,Very,Definitely yes,Exceeds expectations,Yes,High,Very,
1-5,First-level management,Marketing,0-1,Male,26-35,>1000,Suburban / agglomeration,Germany,No,Marketing,Medium,,,,,,,,,,,,5,2,4,2,6,7,1-3,1-3,1-3,No,1-3,0,1-3,5-10,10-20,5-10,1-3,3-5,3-5,"riskier, high-return products",1-3,5-10,1-3,>20,3-5,80%,5-10,5-10,Yes,Neutral,Somewhat,Somewhat,Very,"Yes, occasionally",Somewhat,Not sure,Exceeds expectations,Yes,High,Very,
5-10,Middle management,Program and Project Management,3-5,Male,26-35,250-1000,Suburban / agglomeration,France,No,Manufacturing,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Education,3-5,Female,36-45,50-249,Suburban / agglomeration,United States,No,Education,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,First-level management,Operations,3-5,Male,26-35,250-1000,Urban,Egypt,Yes,Transportation,Medium,,,,,,,,,,,,3,5,5,4,4,5,0,1-3,3-5,Yes,1-3,1-3,1-3,3-5,5-10,1-3,1-3,1-3,1-3,"secure, low-return financial products",1-3,1-3,1-3,1-3,1-3,30%,5-10,3-5,Yes,Neutral,Somewhat,Somewhat,Somewhat,"Yes, frequently",Very,Probably yes,Exceeds expectations,Yes,High,Very,
1-5,Senior staff,Education,1-3,Female,18-25,10-49,Urban,Egypt,No,Education,Medium,,,,,,,,,,,,3,5,5,5,1,7,1-3,1-3,1-3,No,1-3,1-3,1-3,5-10,3-5,1-3,1-3,3-5,0,"secure, low-return financial products",1-3,1-3,3-5,1-3,1-3,70%,3-5,3-5,No,Satisfied,Extremely,Very,Extremely,"Yes, occasionally",Very,Definitely yes,Exceeds expectations,Yes,,Somewhat,High
1-5,Intermediate level staff,Healthcare Services,3-5,Female,18-25,>1000,Suburban / agglomeration,Canada,Yes,Health Care,High,,,,,,,,,,,,1,1,1,4,7,7,10-20,3-5,0,Yes,0,0,0,0,1-3,1-3,0,1-3,5-10,"secure, low-return financial products",0,1-3,1-3,0,1-3,20%,1-3,0,Yes,Very dissatisfied,Slightly,Not at all,Very,"Yes, frequently",Not at all,Not sure,Meets expectations,No,Low,No answer,
0,Senior staff,Healthcare Services,3-5,Female,36-45,250-1000,Suburban / agglomeration,Switzerland,No,Health Care,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Intermediate level staff,Education,1-3,Male,26-35,50-249,Urban,Switzerland,No,Education,Low,Average,3,3,4,Low,Average,Average (2-3 days a week),Average,Average,Average,Average,6,6,5,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Administrative,>10,Male,46-55,>1000,Urban,United States,Yes,Education,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Middle management,Finance,>10,Female,36-45,>1000,Rural,Switzerland,No,Finance,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,First-level management,Healthcare Services,1-3,Male,36-45,10-49,Suburban / agglomeration,Switzerland,Yes,Health Care,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Finance,>10,Female,56-65,10-49,Suburban / agglomeration,Netherlands,No,Other,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Entry level staff,Business Development,1-3,Male,26-35,1-9,Suburban / agglomeration,South Africa,No,Marketing,Medium,,,,,,,,,,,,7,7,7,6,2,6,10-20,10-20,1-3,Yes,0,1-3,1-3,1-3,1-3,1-3,0,1-3,0,"secure, low-return financial products",0,0,1-3,0,3-5,30%,1-3,5-10,No,Satisfied,Very,Extremely,Very,No,Very,Probably yes,Exceeds expectations,Yes,,Very,High
5-10,Senior staff,Customer Service / Client Relations,5-10,No answer,26-35,250-1000,Urban,Kenya,No,Energy,Low,,,,,,,,,,,,4,5,3,3,4,6,1-3,5-10,10-20,No,0,1-3,1-3,0,>20,0,1-3,1-3,1-3,"secure, low-return financial products",0,0,1-3,5-10,0,60%,0,1-3,Yes,Neutral,Somewhat,Very,Somewhat,"Yes, frequently",Somewhat,Probably yes,Exceeds expectations,Yes,High,Very,
>20,Middle management,Consulting,3-5,Female,46-55,50-249,Suburban / agglomeration,Australia,No,IT,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Consulting,>10,Male,46-55,250-1000,Suburban / agglomeration,United States,No,Energy,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Intermediate level staff,Customer Service / Client Relations,1-3,Female,26-35,250-1000,Suburban / agglomeration,Canada,No,Transportation,Low,,,,,,,,,,,,5,7,7,7,1,7,1-3,0,5-10,No,0,0,0,1-3,1-3,1-3,3-5,1-3,1-3,"secure, low-return financial products",1-3,0,1-3,1-3,5-10,50%,1-3,0,Yes,Satisfied,Somewhat,Extremely,Somewhat,"Yes, occasionally",Extremely,Definitely yes,Exceeds expectations,Yes,Very High,Extremely,
0,Senior staff,Research,0-1,Female,36-45,>1000,Suburban / agglomeration,United States,Yes,IT,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,First-level management,Consulting,5-10,Female,46-55,>1000,Suburban / agglomeration,United States,Yes,IT,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Senior staff,Administrative,3-5,Male,26-35,250-1000,Suburban / agglomeration,Japan,No,Government / Public Administration,Medium,,,,,,,,,,,,6,2,3,3,3,2,0,0,0,No,1-3,1-3,5-10,10-20,5-10,3-5,1-3,3-5,1-3,"secure, low-return financial products",1-3,1-3,0,3-5,1-3,50%,3-5,1-3,No,Dissatisfied,Somewhat,Very,Very,"Yes, occasionally",Somewhat,Definitely not,Exceeds expectations,Yes,Average,Somewhat,
0,Entry level staff,Education,0-1,Female,18-25,50-249,Urban,Germany,No,Education,Medium,,,,,,,,,,,,4,5,5,5,1,5,0,0,0,No,0,0,1-3,1-3,1-3,0,0,1-3,0,"secure, low-return financial products",0,0,0,0,0,60%,0,1-3,No,Neutral,Very,Somewhat,Slightly,"Yes, occasionally",Somewhat,Probably yes,Meets expectations,No,Average,Somewhat,
0,Entry level staff,No answer,0-1,Male,18-25,>1000,Urban,Switzerland,No,Multiple,Low,Average,4,3,2,Low,Average,High (4-6 days a week),Low,Average,Average,High,5,4,5,4,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Selbstständig / Freiberufler,Beratung,0-1,Männlich,26-35,1-9,Städtisch,Österreich,Nein,Andere,Niedrig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Human Resources,5-10,Female,36-45,>1000,Suburban / agglomeration,United States,Yes,Multiple,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-20,Executive management,Business Development,5-10,Female,36-45,10-49,Suburban / agglomeration,Portugal,No,Education,Medium,,,,,,,,,,,,5,5,4,4,4,5,0,0,0,No,0,0,0,1-3,1-3,1-3,0,3-5,1-3,"secure, low-return financial products",0,1-3,1-3,1-3,1-3,40%,1-3,1-3,Yes,Neutral,Somewhat,Somewhat,Very,"Yes, occasionally",Somewhat,Not sure,Meets expectations,Yes,High,Very,
1-5,Executive management,Information Technology,5-10,Female,26-35,50-249,Suburban / agglomeration,South Africa,No,Finance,Low,,,,,,,,,,,,6,5,5,7,2,6,3-5,3-5,1-3,Yes,0,0,1-3,1-3,3-5,3-5,3-5,1-3,1-3,"riskier, high-return products",3-5,3-5,0,1-3,1-3,40%,3-5,3-5,No,Satisfied,Very,Extremely,Somewhat,No,Very,Probably yes,Meets expectations,Yes,High,Very,
0,Senior staff,Healthcare Services,5-10,Female,26-35,>1000,Urban,Egypt,Yes,Health Care,High,,,,,,,,,,,,5,4,2,2,7,7,0,0,1-3,No,0,1-3,0,1-3,3-5,1-3,1-3,0,0,"riskier, high-return products",0,1-3,1-3,0,0,60%,3-5,0,No,Dissatisfied,Somewhat,Not at all,Slightly,"Yes, occasionally",Slightly,Probably not,Exceeds expectations,No,,Somewhat,Average
5-10,Middle management,Finance,1-3,Male,46-55,>1000,Suburban / agglomeration,Switzerland,No,Agriculture,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Self employed / contractor,Information Technology,1-3,Male,36-45,1-9,Suburban / agglomeration,United Kingdom,No,IT / Software / Tech,Medium,,,,,,,,,,,,3,5,5,6,4,5,1-3,>20,>20,No,1-3,1-3,3-5,10-20,5-10,3-5,1-3,1-3,0,"riskier, high-return products",1-3,3-5,1-3,1-3,3-5,20%,3-5,1-3,Yes,Neutral,Slightly,Somewhat,Somewhat,"Yes, frequently",Very,Probably yes,Below expectations,No,Low,Somewhat,
1-5,Intermediate level staff,Engineering,1-3,Male,18-25,>1000,Urban,Egypt,Yes,Construction,Medium,,,,,,,,,,,,4,4,5,3,4,5,0,0,5-10,No,1-3,3-5,1-3,5-10,1-3,1-3,1-3,1-3,1-3,"riskier, high-return products",0,5-10,3-5,1-3,0,20%,5-10,10-20,No,Satisfied,Very,Somewhat,Somewhat,"Yes, occasionally",Somewhat,Probably yes,Meets expectations,No,Average,Somewhat,
1-5,Middle management,Sales,3-5,Male,46-55,>1000,Urban,United States,Yes,Construction,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Executive management,Human Resources,3-5,Female,46-55,>1000,Urban,United States,No,Agriculture,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Intermediate level staff,Consulting,1-3,Male,26-35,250-1000,Urban,United States,No,Other,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>20,Senior staff,Customer Service / Client Relations,3-5,Female,26-35,>1000,Urban,Mexico,No,Telecommunication,Low,,,,,,,,,,,,4,5,4,6,1,6,1-3,3-5,0,No,1-3,1-3,0,>20,3-5,3-5,0,0,0,"secure, low-return financial products",0,1-3,3-5,3-5,0,30%,3-5,5-10,Yes,Satisfied,Somewhat,Somewhat,Very,"Yes, occasionally",Somewhat,Probably yes,Meets expectations,Yes,Average,Extremely,
5-10,Middle management,Finance,1-3,Male,18-25,250-1000,Urban,Kenya,No,Finance,Low,,,,,,,,,,,,5,6,6,6,3,6,1-3,1-3,1-3,No,1-3,1-3,3-5,1-3,3-5,3-5,1-3,3-5,5-10,"riskier, high-return products",3-5,5-10,5-10,1-3,3-5,10%,1-3,3-5,Yes,Satisfied,Extremely,Very,Very,No,Very,Definitely yes,Exceeds expectations,Yes,High,Somewhat,
0,Self employed / contractor,Consulting,5-10,Female,56-65,1-9,Urban,Switzerland,No,Other,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Intermediate level staff,Information Technology,3-5,Female,46-55,1-9,Urban,Portugal,No,IT / Software / Tech,Low,,,,,,,,,,,,3,5,2,6,2,5,0,0,1-3,Yes,3-5,1-3,3-5,3-5,5-10,1-3,1-3,1-3,1-3,"secure, low-return financial products",3-5,0,1-3,1-3,0,40%,0,3-5,Yes,Satisfied,Somewhat,Somewhat,Very,No,Very,Probably yes,Meets expectations,No,High,Somewhat,
0,Entry level staff,Human Resources,1-3,Female,18-25,>1000,Suburban / agglomeration,Germany,No,IT / Software / Tech,Medium,,,,,,,,,,,,3,5,3,4,3,1,0,0,0,No,0,0,1-3,0,1-3,3-5,1-3,1-3,3-5,No answer,0,1-3,3-5,0,0,70%,1-3,1-3,No,Neutral,Somewhat,Very,Somewhat,"Yes, occasionally",Somewhat,Definitely yes,Exceeds expectations,No,Average,Somewhat,
0,Intermediate level staff,Finance,3-5,Male,26-35,250-1000,Urban,Switzerland,No,Finance,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Intermediate level staff,Research,3-5,Male,26-35,10-49,Urban,Switzerland,No,Pharma / Life Sciences,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Einstiegsebene,Verwaltung,1-3,Männlich,18-25,>1000,Städtisch,Deutschland,Nein,Andere,Mittel,,,,,,,,,,,,1,1,6,6,1,7,0,0,0,Nein,0,1-3,1-3,3-5,0,0,1-3,1-3,1-3,"sichere, niedrig verzinste Finanzprodukte",0,3-5,3-5,1-3,0,0%,1-3,0,Nein,Sehr unzufrieden,Ein wenig,Überhaupt nicht,Überhaupt nicht,"Ja, häufig",Überhaupt nicht,Auf keinen Fall,Übertrifft die Erwartungen,Nein,Durchschnittlich,Etwas,
10-20,Entry level staff,Information Technology,0-1,Male,18-25,>1000,Urban,India,No,IT / Software / Tech,Medium,,,,,,,,,,,,5,5,4,4,3,5,No answer,1-3,1-3,No,0,1-3,3-5,5-10,3-5,>20,0,1-3,1-3,"secure, low-return financial products",0,0,1-3,0,No answer,60%,1-3,No answer,No,Satisfied,Very,Somewhat,Somewhat,No,Somewhat,Not sure,Meets expectations,No,Average,Somewhat,
1-5,Middle management,Administrative,5-10,Female,26-35,10-49,Urban,United Kingdom,No,Other,Low,,,,,,,,,,,,5,6,6,6,1,6,1-3,0,1-3,No,0,0,0,1-3,3-5,0,0,1-3,0,"secure, low-return financial products",0,0,1-3,0,1-3,40%,0,0,Yes,Satisfied,Extremely,Somewhat,Very,No,Extremely,Probably yes,Exceeds expectations,Yes,High,Very,
0,Self employed / contractor,Information Technology,0-1,Non-binary / Other,18-25,>1000,Urban,Colombia,No,IT / Software / Tech,Low,,,,,,,,,,,,6,5,5,4,4,7,0,0,1-3,No,0,0,0,1-3,5-10,3-5,0,0,1-3,"secure, low-return financial products",0,3-5,1-3,0,0,30%,0,1-3,Yes,Satisfied,Very,Very,Very,"Yes, frequently",Somewhat,Probably yes,Meets expectations,No,High,Somewhat,
0,Entry level staff,Administrative,0-1,Female,36-45,>1000,Urban,United States,No,Health Care,Low,,,,,,,,,,,,2,2,1,6,1,6,1-3,1-3,1-3,No,0,0,0,1-3,1-3,3-5,3-5,1-3,1-3,"secure, low-return financial products",0,0,1-3,0,1-3,20%,1-3,0,No,Very dissatisfied,Slightly,No answer,Slightly,"Yes, frequently",Not at all,Definitely not,Exceeds expectations,No,,Very,Very High
5-10,Zwischenebene,Logistik / Lieferkette,1-3,Männlich,18-25,10-49,Ländlich,Deutschland,Nein,Transport,Hoch,,,,,,,,,,,,6,5,5,4,5,3,5-10,0,0,Nein,1-3,0,1-3,5-10,1-3,5-10,1-3,5-10,1-3,"sichere, niedrig verzinste Finanzprodukte",0,0,1-3,3-5,1-3,50%,1-3,0,Nein,Unzufrieden,Etwas,Sehr,Etwas,"Ja, gelegentlich",Sehr,Nicht sicher,Übertrifft die Erwartungen,Ja,,Ein wenig,Hoch
5-10,Entry level staff,Administrative,3-5,Female,26-35,10-49,Urban,Andorra,Yes,Entertainment,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-20,Executive management,Information Technology,1-3,Male,36-45,>1000,Suburban / agglomeration,United States,Yes,Government,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Program and Project Management,1-3,Female,36-45,10-49,Urban,Germany,Yes,Other,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Executive management,Consulting,1-3,Male,36-45,>1000,Urban,United States,No,Other,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Entrepreneurship,5-10,Female,56-65,1-9,Suburban / agglomeration,United States,No,Other,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Senior staff,Healthcare Services,1-3,Male,36-45,10-49,Rural,United States,Yes,Health Care,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Intermediate level staff,Sales,3-5,Male,36-45,10-49,Suburban / agglomeration,Australia,No,Other,Medium,,,,,,,,,,,,2,3,4,2,4,4,0,1-3,1-3,No,0,0,0,1-3,1-3,1-3,0,3-5,1-3,"secure, low-return financial products",3-5,1-3,1-3,3-5,0,20%,1-3,3-5,Yes,Neutral,Slightly,Somewhat,Slightly,No,Somewhat,Not sure,Below expectations,No,Average,Very,
0,Intermediate level staff,Information Technology,1-3,Male,36-45,250-1000,Suburban / agglomeration,Switzerland,No,IT / Software / Tech,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,No answer,1-3,Female,56-65,50-249,Urban,United States,Yes,Health Care,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-10,Executive management,Administrative,1-3,Female,18-25,250-1000,Suburban / agglomeration,Germany,No,Education,Low,,,,,,,,,,,,6,3,4,6,4,3,3-5,5-10,1-3,No,5-10,1-3,3-5,3-5,3-5,3-5,1-3,1-3,3-5,"secure, low-return financial products",1-3,1-3,1-3,3-5,3-5,50%,3-5,3-5,No,Neutral,Very,Very,Somewhat,"Yes, occasionally",Somewhat,Probably yes,Below expectations,Yes,High,Very,
1-5,Senior staff,Human Resources,3-5,Female,26-35,50-249,Urban,Switzerland,No,Pharma,Low,Very low,2,2,2,Very low,Very High,Average (2-3 days a week),Low,High,Average,Average,5,6,7,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Information Technology,>10,Male,36-45,250-1000,Urban,Czechia,No,Health Care,Low,,,,,,,,,,,,5,6,2,7,1,6,0,0,0,No,0,0,0,1-3,1-3,0,0,0,0,"secure, low-return financial products",0,0,1-3,0,0,20%,0,0,Yes,Satisfied,Somewhat,Very,Very,No,Slightly,Not sure,Meets expectations,No,Average,Somewhat,
1-5,Intermediate level staff,Finance,>10,Male,36-45,250-1000,Rural,Israel,No,Finance,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Consulting,3-5,Female,36-45,10-49,Urban,Netherlands,No,Other,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5,Middle management,Marketing,3-5,Male,26-35,250-1000,Suburban / agglomeration,United States,Yes,Education,Medium,,,,,,,,,,,,5,6,6,3,2,7,1-3,1-3,1-3,No,0,0,0,1-3,5-10,3-5,0,1-3,1-3,"riskier, high-return products",1-3,5-10,0,3-5,0,50%,1-3,1-3,No,Satisfied,Extremely,Extremely,Extremely,"Yes, occasionally",Extremely,Definitely yes,Far exceeds expectations,Yes,,Extremely,High
0,Senior staff,Finance,1-3,Male,26-35,250-1000,Rural,Switzerland,No answer,Finance,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Middle management,Marketing,0-1,Male,18-25,10-49,Urban,South Africa,No,Marketing,Medium,,,,,,,,,,,,6,6,5,5,4,6,0,0,0,No,0,0,1-3,0,1-3,1-3,1-3,1-3,1-3,"secure, low-return financial products",1-3,0,5-10,1-3,0,10%,0,1-3,No,Neutral,Very,Very,Somewhat,No,Very,Probably yes,Meets expectations,Yes,High,Somewhat,
0,Intermediate level staff,Education,1-3,Female,18-25,>1000,Rural,Switzerland,No,Government,Medium,High,6,5,6,Low,High,Very Low (never),Average,Very High,Low,No answer,5,5,7,7,2,7,3-5,0,0,No,0,0,1-3,5-10,10-20,3-5,1-3,1-3,1-3,"secure, low-return financial products",0,0,0,0,0,60%,5-10,0,No,,,,,,,,,,,,
1-5,Senior staff,Accounting,3-5,Male,36-45,1-9,Suburban / agglomeration,Switzerland,No,Manufacturing,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Administrative,>10,Male,26-35,>1000,Urban,Brazil,Yes,Government / Public Administration,Medium,,,,,,,,,,,,4,6,4,5,3,5,10-20,5-10,3-5,No,1-3,1-3,1-3,>20,3-5,>20,0,3-5,1-3,"secure, low-return financial products",1-3,5-10,3-5,1-3,1-3,60%,10-20,3-5,No,Satisfied,Very,Extremely,Slightly,"Yes, occasionally",Somewhat,Probably yes,Far exceeds expectations,Yes,Very High,Extremely,
0,Self employed / contractor,Consulting,0-1,Male,46-55,1-9,Urban,United States,Yes,IT,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No answer,Middle management,Education,No answer,Female,No answer,>1000,Suburban / agglomeration,United States,No,Education,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Senior staff,Research,5-10,Male,26-35,250-1000,Urban,Germany,Yes,Health Care,High,,,,,,,,,,,,6,6,5,1,7,6,0,0,0,No,0,0,0,1-3,1-3,0,0,3-5,0,"secure, low-return financial products",0,0,1-3,1-3,0,50%,5-10,1-3,No,Very satisfied,Very,Extremely,Very,No,Somewhat,Probably yes,Exceeds expectations,No,,No answer,High
0,Entry level staff,Community and Social Services,>10,Female,>65,No answer,Urban,United States,No,Other,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
